name,County,pop_range,impact_score,access_tier,dist_to_finance_km,Town_Latitude,Town_Longitude,walking_hours
Belbur B,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.245920901395776,-0.21380860641784513,35.872975201927545,2.2
Belbur,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.961228909212824,-0.20763390643281268,35.87285080193165,2.2
Public Works,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.406290389520125,-0.16247400654435237,35.869329601961994,2.1
Rongai Phase 3,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.606402458571287,-0.19330600647482804,35.861750601942795,2.3
Kwa D.O,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.239442999034763,-0.16827430653537145,35.861746701959305,2.2
Rongai Scheme,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.477098478850042,-0.15051550657896412,35.860934601971174,2.3
Nafaka,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.647907871185875,-0.16547290654461028,35.85808740196171,2.3
Rongai Phase 3,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.382251369005404,-0.2083449064401583,35.85931080193325,2.5
Bluemax,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.815955548829466,-0.21400790642774364,35.857451501929795,2.6
Gogar Farm,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.369978281231624,-0.1879271064933294,35.85353890194759,2.5
Kimangu East,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.353162676070681,-0.15377550657666747,35.85254020197028,2.5
Kamukunji,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.314821889626797,-0.1593630065632423,35.85235850196662,2.5
Jamii Estate,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.527581001450303,-0.16368320655419807,35.8502328019641,2.5
Salgaa Center,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.39323259976627,-0.20896210644499755,35.84983320193429,2.7
Boror,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.469291512024261,-0.2069522064517307,35.84701760193604,2.7
Chepseon B,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.500031736470469,-0.20252670646264181,35.84667650193901,2.7
Rigogo,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.962941699547098,-0.23852790636214197,35.86723600191214,2.6
Sanmarko A,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.540156101241571,-0.23240720637459933,35.870641801915646,2.5
Baraka Village,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.931372374025216,-0.22542980640684088,35.84752400192379,2.6
Wakanguthi,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.222265238333721,-0.2379522063856234,35.83413520191758,2.2
Kapkatet,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.092257830789624,-0.12407590660657909,35.91544260198036,1.4
Magare,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.444799994274158,-0.10004660666856795,35.910191701997086,1.9
Gachau B,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),8.041940088953268,-0.14174430657741233,35.8949724019718,1.6
Upper Legetio,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.96413237357673,-0.11457920664675442,35.88998470199052,2.0
Poromoko,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.507625771312647,-0.12295030662678112,35.889417201985076,1.9
Punda Mingi,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.490716457258216,-0.11440800665807353,35.873759701993094,2.3
Kiptenden,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.66016110679049,-0.12743720663827016,35.85604390198716,2.5
Kilombe,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),15.027447791543393,-0.11474800668109719,35.838182301998266,3.0
Kimangu Central,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.683866719574718,-0.14268930661659462,35.833084301980556,2.9
Thirando,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.75710548150457,-0.11149460669285637,35.83243920200127,3.2
Kwa Kima,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),15.040393933043939,-0.1444800066146438,35.82951830197991,3.0
Chepseon,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.544663258427665,-0.20550240646161333,35.837463001938445,2.5
Kapkwen,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.035911623505234,-0.1567590065797987,35.83706710197065,2.8
Undugu,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.732525803775106,-0.15844130657999853,35.83067680197051,2.9
Kapkures,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.641107679418884,-0.20763290646178173,35.82953450193825,2.3
Lelechwet,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.907853362750659,-0.21479150644727338,35.825385601934165,2.2
Baraka,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.838681155317692,-0.18069120653689763,35.814547001958275,2.4
Kerma Central,Nakuru,500 - 10k people,6.0,Tier 2: Moderate Access (2-5km),2.9343098797313383,-0.31368620611780046,35.963361201847746,0.6
Kapkoros Upper,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.6876149367266744,-0.31047810612928073,35.95764650185075,0.5
Upper Kapchorwa,Nakuru,500 - 10k people,10.0,Tier 2: Moderate Access (2-5km),4.9280656037972,-0.29310430616369665,35.968291401860554,1.0
Kapchorwa Upper,Nakuru,500 - 10k people,10.0,Tier 2: Moderate Access (2-5km),4.822555529558923,-0.2914092061705259,35.96414200186231,1.0
Bethesda,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.694985610173879,-0.2646962062313944,35.96879380187921,1.5
Shephered Estate,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.259347930382175,-0.2602699062402661,35.97138470188174,1.7
Craterview,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.620382832409435,-0.25884920623496127,35.98441720188065,1.7
Sobea Highway,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.091350624490818,-0.2464680062941863,35.940338201895656,1.8
Kerma East,Nakuru,500 - 10k people,8.0,Tier 2: Moderate Access (2-5km),3.7758490700907767,-0.31570470610658125,35.97295940184492,0.8
Kapkoros Central,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.553565886684873,-0.30939420613412016,35.954292401852,0.5
Kamungei Upper,Nakuru,500 - 10k people,8.0,Tier 2: Moderate Access (2-5km),3.8375533740137313,-0.2957052061680305,35.95248580186129,0.8
Tulwet,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.290319077343435,-0.29497520614664413,35.987100301856394,1.3
Amani Estate,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.550708482922003,-0.27343190621441,35.96288510187436,1.3
Cdn Ngata Estate,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.953934670264141,-0.2551181062500803,35.97520270188454,1.8
Sobea Inner,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.740601169526773,-0.24968430628762003,35.938604801893796,1.7
Kamungei Lower,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.657828627139527,-0.3050985061495811,35.946511001856045,0.5
Kapkatet,Nakuru,500 - 10k people,10.0,Tier 2: Moderate Access (2-5km),4.858193970399153,-0.30255270613550284,35.976682001853,1.0
Kapkoros Lower,Nakuru,500 - 10k people,8.0,Tier 2: Moderate Access (2-5km),3.8485919920520932,-0.2988730061557676,35.95951170185812,0.8
Malaika,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.36305391354098,-0.04701810671418653,36.03456600201338,1.7
Lower Majani Mingi,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.71402042225434,-0.056389906698348743,36.02409400200873,1.5
Tembwo,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.922957861682768,-0.002407406819050569,36.04104770204212,1.8
Kokwamoi,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.198739947515106,-0.04273870670611069,36.06202790201202,2.2
Olbang,Nakuru,500 - 10k people,20.0,Tier 4: Critical Desert (>10km),10.008064273025992,-0.00956810679381282,36.052404602035615,2.0
Ruiyobei,Nakuru,500 - 10k people,20.0,Tier 4: Critical Desert (>10km),10.004842914744792,-0.03950520672096616,36.05173920201576,2.0
Athinai Sisal Estate,Nakuru,500 - 10k people,2.0,Tier 1: High Access (0-2km),1.2466654672623552,-0.03378950679548698,35.962016502033215,0.2
Eastgate Farm,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.407650986024053,-0.13073210653687217,35.99513400196378,1.1
Kapsetek,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.374754802227406,-0.059817906781669664,35.887946902027124,1.9
Ngoilale,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.372391083965525,-0.06801040677238206,35.871972702024095,2.3
Seventy One,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.506798385544785,-0.0799793067535145,35.856546202018485,2.7
Upper Morop,Nakuru,500 - 10k people,9.0,Tier 2: Moderate Access (2-5km),4.615149850848207,-0.1261090065751549,35.954881501973006,0.9
Barkesen,Nakuru,500 - 10k people,6.0,Tier 2: Moderate Access (2-5km),2.9581079099183736,-0.14488900653431847,35.94784620196164,0.6
Lower Morop,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),6.935937825358702,-0.10625450662829775,35.94763480198727,1.4
Kampi Ya Moto Center,Nakuru,500 - 10k people,10.0,Tier 3: Underserved (5-10km),5.197353827545227,-0.12516550658635622,35.941616101975654,1.0
West Lands,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.543554794553459,-0.12267770659373467,35.93962860197762,1.1
Upper Kampi Ya Moto,Nakuru,500 - 10k people,9.0,Tier 2: Moderate Access (2-5km),4.364273751078239,-0.1354234065630279,35.93928730196921,0.9
Kasarani,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.398979045092579,-0.12552980658840868,35.93726460197608,1.1
Ranjuera,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.487643934384076,-0.1151744066146901,35.93559870198319,1.3
Lower Kampi Ya Moto,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.4576075910432635,-0.12889900658399273,35.931642501974714,1.1
Nessuit,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.848316816830677,-0.10721930664123623,35.9248933019901,1.6
Lower Tumaini,Nakuru,500 - 10k people,9.0,Tier 2: Moderate Access (2-5km),4.450093484510004,-0.1709909064878731,35.92285100194819,0.9
Upper Tumaini,Nakuru,500 - 10k people,6.0,Tier 2: Moderate Access (2-5km),2.898840998936583,-0.17532440646728925,35.93789860194302,0.6
Kayanet,Nakuru,500 - 10k people,8.0,Tier 2: Moderate Access (2-5km),3.768208653540182,-0.18524070644594487,35.93397980193707,0.8
Mahinga,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.29190178171639,-0.09283050668102974,35.91780700200071,1.9
Poromoko,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.66241003231,-0.12319930662024965,35.89825200198357,1.7
Umoja Central,Nakuru,500 - 10k people,12.0,Tier 3: Underserved (5-10km),6.240407786951623,-0.1897472064502623,35.91131230193756,1.2
Gachau A,Nakuru,500 - 10k people,12.0,Tier 3: Underserved (5-10km),6.126885935497264,-0.15157360654362864,35.90982650196303,1.2
Boito,Nakuru,500 - 10k people,13.0,Tier 3: Underserved (5-10km),6.726992826451212,-0.16482100651659534,35.902274801955414,1.3
Kayole,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.506725471755887,-0.16246020653295148,35.8864013019594,1.7
Burgei Railway,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.823216203378758,-0.1579831065454395,35.88394200196272,1.8
Jirani Mwema,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.996266027230076,-0.19650120645639613,35.87777990193823,2.0
Burgei Central,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.386143003620626,-0.15092160656525677,35.87991880196801,1.9
Chepseon,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.136475851490571,-0.20895370644853656,35.84457880193509,2.6
R/Valley,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.678780000259358,-0.15275050658708866,35.84068270197277,2.7
Chepseon B,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.091150505771354,-0.19864490647666908,35.83971540194264,2.6
Gicheha,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.85780459761918,-0.220669006372308,35.91632000191638,1.6
Exmargaret Dam,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.392823853003977,-0.23383040635356214,35.89698350191066,2.1
Mugesha,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.178406873609994,-0.2349952063565421,35.88833420191124,2.2
Sanmarko B,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.212820828764483,-0.23812690635543338,35.87872750191063,2.4
Wakarimu Total,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.178539127462312,-0.22111010640397807,35.867383001923585,2.4
Muthiga B,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.53995547486467,-0.23131690638488603,35.85918220191811,2.7
Moyaset A,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.551018469421034,-0.22098060641444212,35.852194101925996,2.7
Boror B,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.133779620016213,-0.2251608064124357,35.84011820192509,2.4
Boror,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.536753979949337,-0.230355306402841,35.835765601922326,2.3
Lengenet Centre,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.575536860092111,-0.1336602065914635,35.90328850197587,1.5
Lower Legetio,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.292620913567491,-0.10816280665348146,35.90321980199276,1.9
Mololine A,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.673849900412606,-0.13119410661075978,35.88345630198052,1.9
Tuiyobei A,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.364286880686047,-0.1345058066081022,35.875412501979554,2.1
Tuiyobei B,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.511035004321501,-0.1423671065916257,35.87153360197494,2.1
Mololine B,Nakuru,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.287939293422227,-0.12385670663702733,35.87086600198728,2.3
Ngessumin,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.846604185930673,-0.13712450661171255,35.860548601980064,2.4
Metkei,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.910784200800592,-0.11808300666004577,35.85747300199313,2.6
Mlimani,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.83120609839318,-0.09657690671780027,35.84944150200856,3.0
Bongoloya,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.215653647543903,-0.11165070668235665,35.84754000199889,2.8
Mawe,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.066982541373813,-0.1239338066549395,35.84387560199131,2.8
Kimangu Central,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.73508730966836,-0.14789800659877525,35.84083210197595,2.7
Mawe Central,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.069161772356301,-0.13727820662518048,35.839874501983104,2.8
Kandutura Waka,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.887413941702393,-0.127691306658108,35.82551470199161,3.2
Kware,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),15.017687856598394,-0.1465481066145623,35.82213400197966,3.0
Kimangu West,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.700613076784604,-0.13482520664561762,35.81825730198799,3.1
Kandutura Central,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.38344126834271,-0.12658100666597724,35.81778420199349,3.3
Kandutura Makanisani,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.77996262450761,-0.117448706692503,35.811339202000504,3.4
Kaplelach,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.755289341024495,-0.13963350663902083,35.810664301985945,3.0
Kandutura Station,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.99628332698514,-0.11037390671480345,35.803760702006315,3.4
Sulutia,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.377651552043732,-0.12246720669089117,35.79551490199958,3.1
Tuiyotich,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.80440094628691,-0.132863706661046,35.80233450199168,3.0
Tabot,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.926925688024086,-0.13704030665625486,35.79433000199013,2.8
Moyaset B,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.210234415875037,-0.2138238064415207,35.83749760193296,2.4
Mbama,Nakuru,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.977146055933737,-0.223623406429823,35.81962870192923,2.0
Matuiku B,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.20368194659145,-0.23463170640621714,35.81526570192266,1.8
Muhoro,Migori,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.549171097480794,-1.016224705671465,34.1164397016735,3.9
Kajina 'a',Kisumu,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),23.15195903726689,-0.1858314070916424,34.95670420207927,4.6
Gatundu,Kiambu,10k - 100k people,10.0,Tier 1: High Access (0-2km),0.4939080562123619,-1.0155850038738037,36.905811001226404,0.1
Ting'ang'a,Kiambu,500 - 10k people,9.0,Tier 2: Moderate Access (2-5km),4.364235024193736,-1.1308920036816323,36.812929801167705,0.9
Kimunyu,Kiambu,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.043657544700494,-1.0554857037565752,36.94940590119221,1.4
Kiuu,Nyeri,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.188989854999114,-0.5964811046554599,37.14901830146104,2.4
Nalondo,Other / Border,500 - 10k people,3.0,Tier 1: High Access (0-2km),1.6255644544844707,0.7898184900305727,34.36532570278859,0.3
Kathing,Kisumu,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.932511452457222,-0.14593710722985664,34.894322802113585,3.0
Kanyumba South,Kisumu,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.81453006215945,-0.1655130071765174,34.90270150209982,3.4
Ouma's,Migori,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.445816976116758,-0.9000000058328961,34.283300001721805,3.1
Olasiti,Narok,500 - 10k people,65.0,Tier 4: Critical Desert (>10km),32.735950558368,-1.1075616041106353,36.23975550128467,6.5
Ewaso Ngiro,Narok,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.020329058582101,-1.153915004319026,35.761779501336086,2.8
,Narok,500 - 10k people,62.0,Tier 4: Critical Desert (>10km),30.844126956375625,-1.2157747046358982,35.05249390141163,6.2
Lower Kigecha,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.539966100288569,-1.0155233041263394,36.52584210129444,1.5
Uplands,Kiambu,500 - 10k people,0.0,Tier 1: High Access (0-2km),0.0787793701333456,-1.0540023039710191,36.63165730125059,0.0
,Machakos,500 - 10k people,55.0,Tier 4: Critical Desert (>10km),27.382459031621575,-1.0477895031721454,37.84139330102782,5.5
Juja Farm,Kiambu,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.569790195242756,-1.166232003420511,37.08957190109346,2.1
Gitaru,Kiambu,500 - 10k people,3.0,Tier 1: High Access (0-2km),1.42475115974528,-1.2331462035533665,36.6694417011272,0.3
