name,County,pop_range,impact_score,access_tier,dist_to_finance_km,Town_Latitude,Town_Longitude,walking_hours
KOWALA/KABOUR/ACHEGO,Kisumu,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.374308716912692,-0.3064083067723382,34.998174401995826,1.9
KABUOR SAYE,Kisumu,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.269197119900207,-0.31654660674798335,34.998084801989314,1.7
MARABA 'B',Kisumu,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.402878582681979,-0.30718530674947464,35.03035820199077,1.9
MARABA 'A',Kisumu,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.494343489558384,-0.2967648067757491,35.02859170199774,2.1
KOGONDI/KUSENYA,Kisumu,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.487113549770429,-0.2741591068807964,34.95125070202316,2.9
KANYIBANO KOWIRO,Kisumu,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.514680480914667,-0.2761020068651188,34.968073702019545,2.7
KANYIBANA KATITO 'A'I,Kisumu,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.492459949471948,-0.26726390688750995,34.966510602025444,2.9
KAMAINA,Kisumu,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.653132709442229,-0.26859900688896254,34.9593459020256,2.9
KANYIBANA KATITO 'A'II,Kisumu,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.61189281543105,-0.26530940689078214,34.968755602026405,2.9
KANYIBANA KOWIRE V,Kisumu,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.754467738423806,-0.2733885068709916,34.96913440202115,2.8
KANYIBANA KATITO 'B'I,Kisumu,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.82644740313016,-0.2628633068959205,34.9699362020278,3.0
KACHOLA CENTRAL,Kisumu,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.203655654127788,-0.29382250682877165,34.958169102009535,2.4
ANGOGOREMO,Kisumu,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.869814004244643,-0.34403810670812385,34.957761701977354,1.6
KOMORO /RARIEDA,Kisumu,500 - 10k people,12.0,Tier 3: Underserved (5-10km),6.008613732253259,-0.3587283066664809,34.967552001966546,1.2
NAKI GOT 'A',Kisumu,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.295410719827574,-0.3523890067015213,34.93708890197492,1.9
KAMGAN KOJWANG' B,Kisumu,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.274744891750576,-0.37175430663502484,34.967905001958144,1.1
NAKI GOT 'B',Kisumu,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.671423645081239,-0.3496272067030261,34.94497360197556,1.7
KATOMBO 'A',Kisumu,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.518384345316755,-0.35497860668441,34.95383820197088,1.5
NDORO 'B',Kisumu,500 - 10k people,14.0,Tier 3: Underserved (5-10km),6.990666553113967,-0.3615810066674077,34.955622801966406,1.4
NDORI,Kisumu,500 - 10k people,20.0,Tier 4: Critical Desert (>10km),10.050947837794126,-0.372712206661813,34.92314670196385,2.0
OTHITH,Kisumu,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.740168775625236,-0.3786687066463324,34.92501430195978,1.9
ACHINGURE 'A',Kisumu,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.770547409321392,-0.3655808066821697,34.91813620196912,2.2
ACHINGURE 'B',Kisumu,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.908945430499035,-0.3688344066816511,34.90693030196863,2.4
NYAMARIMBA 'B',Kisumu,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.246474845261202,-0.37287650668028915,34.89407900196783,2.6
NYAMARIMBA 'A',Kisumu,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.337353368416085,-0.3669137066944858,34.89425590197163,2.7
APONDE,Kisumu,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.96706686885199,-0.38642260667819717,34.84724090196575,3.6
OGEKA,Kisumu,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.08142039611099,-0.38534150665635253,34.884929901961165,2.8
APOKO 'A',Kisumu,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.384053036096347,-0.37939000666596817,34.89208930196394,2.7
APOKO 'B',Kisumu,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.18446399632667,-0.38806780664490825,34.89251530195834,2.6
MOSOGO B,Kisumu,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.942309437693034,-0.3963563066069921,34.92038770194911,2.0
SAEMA -LWANDA,Kisumu,500 - 10k people,16.0,Tier 3: Underserved (5-10km),8.154494050429403,-0.40530910657631947,34.934660401941365,1.6
NGOPE,Kisumu,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.882982810431189,-0.3627291067131413,34.88095970197618,3.0
OLUTI A,Kisumu,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.41331684896075,-0.38461330661888327,34.94536360195309,1.5
KATOMBO MWALO,Kisumu,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.343795360398175,-0.3378509068307932,34.7917541020045,3.3
KAMUNGO/KOBONGO,Kisumu,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.67459858253734,-0.3066854069044336,34.79407040202412,3.5
APONDO,Kisumu,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.546615625047806,-0.36066360675654985,34.82168880198577,3.7
KAWUOR,Kisumu,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.35388585841107,-0.36989300672729264,34.83263400197836,3.7
KOSWAGO UPPER,Kisumu,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.463334551922156,-0.3116080067852182,34.95920270199796,2.1
CENTRAL KACHAN,Kisumu,500 - 10k people,20.0,Tier 3: Underserved (5-10km),9.971209787900113,-0.32304360676249805,34.95180560199167,2.0
KOSWAGO LOWER,Kisumu,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.669699148998433,-0.31120780679731525,34.94211150200063,2.3
KOGOLA KOJOUNDO,Kisumu,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.847804634397038,-0.30617660680718234,34.94557820200337,2.4
KOLAL BORDER,Kisumu,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.467409806239614,-0.3024542068089327,34.956666702004206,2.3
KOLAL LOWER,Kisumu,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.732871812767364,-0.29880530682724604,34.9420639020086,2.5
KOGOLA CENTRAL,Kisumu,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.63177647355865,-0.30473730679620725,34.96774910200118,2.1
KOGOLA UPPER,Kisumu,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.411708034000858,-0.31119910677269474,34.97992910199531,1.9
PENDO,Kisumu,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.32368570708994,-0.33974040674755357,34.9130225019864,2.5
AWINO OSEDO/NYAILA,Kisumu,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.905938550787804,-0.33907130674618224,34.917591601986196,2.4
NYAKECH/AHONO,Kisumu,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.542535718960588,-0.33019310676851626,34.9161038019921,2.5
KOLOO /OLWALO,Kisumu,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.0920581936534,-0.33004580677255807,34.91043700199298,2.6
WANDA LOWER/OLWALO 'C',Kisumu,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.998824865071919,-0.3321802067607969,34.92061800199018,2.4
WANDA UPPER/CENTRAL WANDA,Kisumu,500 - 10k people,23.0,Tier 4: Critical Desert (>10km),11.26825202443161,-0.34209850673574854,34.92246570198356,2.3
RAGEN EAST /WEST,Kisumu,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.400966696602175,-0.3106533068342044,34.88745230200862,3.3
KODUM UPPER,Kisumu,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.7744465447825055,-0.32636730673478254,34.98208480198527,1.6
KOKUMU EAST 'B',Kisumu,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.83035034620894,-0.3192958067564504,34.97494270199082,1.8
KOKUM LOWER,Kisumu,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.592772008520848,-0.31834020675415936,34.98198220199044,1.7
KOKUMU CENTRAL,Kisumu,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.173563008074176,-0.3204369067589359,34.96690250199122,1.8
KOKUMU EAST 'A',Kisumu,500 - 10k people,16.0,Tier 3: Underserved (5-10km),8.214033646417235,-0.3267702067396859,34.97305000198628,1.6
KOKUMU WEST,Kisumu,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.234519666699585,-0.3232140067554517,34.96199060199013,1.8
KOKUMU UPPER A& B,Kisumu,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.891130226430211,-0.33499590672411994,34.966584901981925,1.6
UPPER KACHAN/UPPER KATIANG,Kisumu,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.069109051521671,-0.3351947067336722,34.951159801983955,1.8
MICHURA,Kisumu,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.734519899074463,-0.3335648067418194,34.94466950198592,1.9
KOLAL /OMONDO/KATIANG,Kisumu,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.782619281420839,-0.3178527067866079,34.93394810199751,2.4
KANYAKORE,Kisumu,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.169924741246271,-0.3247634067691476,34.9352097019929,2.2
KARABUON,Kisumu,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.476767713901083,-0.3254463067844438,34.90917480199611,2.7
KANYANGO UPPER,Kisumu,500 - 10k people,20.0,Tier 4: Critical Desert (>10km),10.11390097765931,-0.3393784067334072,34.93611620198338,2.0
Sambut,Uasin Gishu,50 - 500 people,2.1,Tier 4: Critical Desert (>10km),10.694396978517394,0.6370474909554531,35.14492530259386,2.1
Kapkawa,Uasin Gishu,50 - 500 people,3.3,Tier 4: Critical Desert (>10km),16.34195853566383,0.6811731908689489,35.18792220261783,3.3
Kongoni,Kakamega,50 - 500 people,3.8,Tier 4: Critical Desert (>10km),19.083218041296625,0.7824364905669643,35.13589910269215,3.8
Matunda,Kakamega,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.763372221583907,0.8267503904394992,35.121174902723666,3.6
Sirende,Trans Nzoia,50 - 500 people,1.4,Tier 3: Underserved (5-10km),6.753079937238996,0.9689918900123773,35.052054402827615,1.4
Kimugul,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.38046588033859,-0.38836600617554573,35.608489901853446,4.1
Langwendat Centre,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.926017878887855,-0.3843612061542671,35.65510130184898,3.4
Arimi B,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.510487828169186,-0.38089890620751427,35.58699500186157,4.3
Tebere,Nakuru,500 - 10k people,43.0,Tier 4: Critical Desert (>10km),21.56175004798133,-0.3862731061919205,35.59125210185743,4.3
Cheptagum,Nakuru,500 - 10k people,46.0,Tier 4: Critical Desert (>10km),23.025573694144274,-0.3897662061932451,35.57664100185736,4.6
Tery,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.69087826439399,-0.32705530636252755,35.546923501902675,3.7
Kimugul,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),19.10276117882795,-0.33646820632220326,35.5738493018925,3.8
Silibonik,Nakuru,500 - 10k people,39.0,Tier 4: Critical Desert (>10km),19.349189097665825,-0.341438706304701,35.58235170188799,3.9
Haraka B,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.61291446501623,-0.3327928063259563,35.58147920189375,3.7
Kiptenden,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.796629126252043,-0.3329047063343654,35.56835190189564,3.8
Temoyetta 1,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),19.81599167578027,-0.369014206229299,35.596871401867816,4.0
Kahuruko,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.271631800244382,-0.34923530622266236,35.67820750186837,2.5
Songo,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.630631125202386,-0.3839576061381457,35.68092740184529,3.1
Musikiti,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.464308876267838,-0.338233906239449,35.6924873018734,2.1
Tachasis,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.797696576756483,-0.36321530617542597,35.69918120185605,2.6
Mawingu,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.126672921710442,-0.2927203064104379,35.598872001917286,2.8
Mengit,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),17.18157522527765,-0.3235045063394261,35.59470680189781,3.4
Set Kobor,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.435013521156463,-0.3045674063871423,35.59114650191071,3.1
Idp Farm,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.805803292966967,-0.31096840633005807,35.65417780189703,2.2
Muoroto,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.991008894902565,-0.3419076062715354,35.63081990188036,3.0
Murgiyeny No 1,Nakuru,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.79426898666251,-0.3700073062181593,35.61015090186516,3.8
Kenjoketty,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),16.065353236920835,-0.35235660624894477,35.62725830187407,3.2
Tegat,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),18.026540502686185,-0.3576205062489053,35.6083171018735,3.6
Nyongores,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.577689162053804,-0.3756574061990829,35.61865340186019,3.7
Karandi,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.364995303432643,-0.3637042062253639,35.621978901867486,3.5
OYAMO UPPER,Kisumu,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.810791593305169,-0.3260857067714301,34.92682360199321,2.4
KOKUMU/KINDA/UPPER KAUGWA,Kisumu,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),10.857035438678855,-0.3390515067391939,34.928430101984674,2.2
LAK-ONGIRO,Kisumu,500 - 10k people,38.0,Tier 4: Critical Desert (>10km),18.99025705237196,-0.2989114068755915,34.86736920201895,3.8
BUGO-LOWER,Kisumu,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),17.938912691654437,-0.3081544068497542,34.87282410201226,3.6
KANYANGO LOWER,Kisumu,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.186161045878837,-0.31895990679515657,34.916722701999205,2.6
KADIPO 'B',Kisumu,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),15.037854820256793,-0.31979660680648586,34.89620010200154,3.0
KOCHIENG' ODONGO,Kisumu,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.759900600647846,-0.32071060680949554,34.88819250200206,3.2
Hula-hula,Marsabit,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.302126725846263,2.3125364883124253,37.94088680340506,1.1
Soy,Uasin Gishu,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.585308183047221,0.6719828908711021,35.15543580261583,2.5
Moi's Bridge,Uasin Gishu,10k - 100k people,300.0,Tier 4: Critical Desert (>10km),14.813728823727523,0.8737299903145199,35.121275202755164,3.0
Longisa,Uasin Gishu,50 - 500 people,2.6,Tier 4: Critical Desert (>10km),13.16542621367235,0.6472982909431324,35.16638980259796,2.6
Maili Tisa,Uasin Gishu,50 - 500 people,2.4,Tier 4: Critical Desert (>10km),11.814580635457581,0.6036181910787719,35.19839880256472,2.4
Aligula,Kakamega,50 - 500 people,2.2,Tier 4: Critical Desert (>10km),10.866966035584914,0.6649028908802953,35.141560102612864,2.2
Moi Barracks,Uasin Gishu,50 - 500 people,2.6,Tier 4: Critical Desert (>10km),13.076473459379146,0.6585166909120075,35.163777002605784,2.6
Kamagut,Uasin Gishu,50 - 500 people,2.6,Tier 4: Critical Desert (>10km),13.041512813097077,0.6358652909727684,35.166004802590386,2.6
Lumino,Uasin Gishu,50 - 500 people,2.9,Tier 4: Critical Desert (>10km),14.738155009488624,0.7103491907716348,35.157305702641224,2.9
Chesta,West Pokot,500 - 10k people,77.0,Tier 4: Critical Desert (>10km),38.738505475039574,1.4120797891341337,35.53604620307139,7.7
Nursery,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.365595305984737,-0.34714470623107985,35.67302150187053,2.5
Mwahe,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.303064642921427,-0.37048980615101523,35.70989110184966,2.7
Temoyetta Centre,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.902992628138021,-0.33768980628328366,35.62829390188349,3.0
Kenjoket,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.885939792283247,-0.3432196062746316,35.621394301880926,3.2
Temoyetta 3,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.065451941917777,-0.3167604063368871,35.622924101897965,2.8
Ngarua,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.385512495126928,-0.3376971062943151,35.61159560188601,3.3
Kimenderit,Nakuru,500 - 10k people,40.0,Tier 4: Critical Desert (>10km),20.04531202335076,-0.3501851062851287,35.58037570188256,4.0
Baringo B,Nakuru,500 - 10k people,29.0,Tier 4: Critical Desert (>10km),14.655169963394682,-0.3090097063621059,35.61286720190455,2.9
Tuiyobei,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.969214587813422,-0.38847990614008576,35.66173120184527,3.4
Booster,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.08137734736284,-0.3402123062403046,35.68406900187339,2.2
Wakagunda,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),12.079929181558718,-0.3407155062496734,35.66811620187548,2.4
Willa,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.30237448892247,-0.340134306253779,35.664020701876474,2.5
Glassland,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.855391820749299,-0.35486650622102395,35.66039570186742,2.8
Dam,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),12.939851364384866,-0.3543777062124816,35.675058201865504,2.6
Almasa,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.516263269569501,-0.35514740621646435,35.666276501866335,2.7
Munanda,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.670494420852695,-0.3599837062014124,35.67158640186237,2.7
Kikwai,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.413383348894136,-0.35424040620608077,35.68520800186404,2.5
Sesboinet,Nakuru,500 - 10k people,24.0,Tier 4: Critical Desert (>10km),11.787797206980365,-0.35332170619971326,35.69813390186269,2.4
Kahuho,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.0087726348373,-0.36224620619746006,35.66939640186122,2.8
Mathare,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),13.857274733928618,-0.36556220618342533,35.67867170185765,2.8
Sawmill,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.27500258175275,-0.32040780635742405,35.57870610190224,3.5
Murinduko Center,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),16.16362674018566,-0.3101174063831914,35.57702060190922,3.2
Staff Murinduko,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.971349854929773,-0.3078464063911345,35.57323790191125,3.2
Lodging,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.57911877318662,-0.31285830638136974,35.56983850190851,3.3
Upendo,Nakuru,500 - 10k people,34.0,Tier 4: Critical Desert (>10km),16.780293837814067,-0.313487706384085,35.563457901909054,3.4
Kwale,Nakuru,500 - 10k people,32.0,Tier 4: Critical Desert (>10km),15.883585552817316,-0.3055249064021854,35.56493520191401,3.2
Munanda/Dip,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.30457375995085,-0.319923606362609,35.57261510190347,3.5
Asanyo A/Kabia,Nakuru,500 - 10k people,36.0,Tier 4: Critical Desert (>10km),18.008454360608884,-0.32397820636155944,35.55952420190278,3.6
Starehe B,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.581942904438083,-0.3084849064041376,35.551273501914125,3.3
Lulukwet,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.392160923521793,-0.3074209064050832,35.553695901914466,3.3
Tegea,Nakuru,500 - 10k people,31.0,Tier 4: Critical Desert (>10km),15.585566105231436,-0.29961970642421565,35.55304620191965,3.1
Ndimu Center,Nakuru,500 - 10k people,30.0,Tier 4: Critical Desert (>10km),14.977023547475929,-0.2938184064382118,35.552940401923436,3.0
Starehe A,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.470024449014456,-0.30637910641134064,35.548009201915995,3.3
Celtel,Nakuru,500 - 10k people,33.0,Tier 4: Critical Desert (>10km),16.331490891551788,-0.30340130642155677,35.54335450191863,3.3
Roret,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.55955949732752,-0.31594790638998715,35.5456250019101,3.5
Kumi,Nakuru,500 - 10k people,35.0,Tier 4: Critical Desert (>10km),17.61431616077698,-0.3127492064043541,35.535477101913706,3.5
Mutukanio,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.33024031057998,-0.3816733061956304,35.602208101858764,4.1
Murgiyeny No. 3,Nakuru,500 - 10k people,44.0,Tier 4: Critical Desert (>10km),21.800008826022232,-0.3943408061694621,35.59619720185143,4.4
Lelaitich,Nakuru,500 - 10k people,47.0,Tier 4: Critical Desert (>10km),23.252678721484948,-0.40354640615370774,35.58690540184684,4.7
Kamwaura Centre,Nakuru,500 - 10k people,49.0,Tier 4: Critical Desert (>10km),24.36425185591354,-0.411104306140105,35.58032590184292,4.9
Boron,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.363315933705692,-0.4040098061445094,35.59917820184468,4.5
Ikumbi Nyakinyua,Nakuru,500 - 10k people,41.0,Tier 4: Critical Desert (>10km),20.265208005320314,-0.39437190615565304,35.61699930184825,4.1
Bonde Gacharage,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.163958951969736,-0.29682290639197034,35.61190410191265,2.8
Temoyetta 2 A,Nakuru,500 - 10k people,28.0,Tier 4: Critical Desert (>10km),14.030426492253257,-0.3270117063076892,35.629982701890206,2.8
Rwangondu/Kasarani/Camp David,Nakuru,500 - 10k people,26.0,Tier 4: Critical Desert (>10km),13.01081612454355,-0.3268764063004249,35.64143880188856,2.6
Kimkasa,Nakuru,500 - 10k people,25.0,Tier 4: Critical Desert (>10km),12.674724947743826,-0.33328630627858247,35.65126960188289,2.5
Moyegat,Nakuru,500 - 10k people,47.0,Tier 4: Critical Desert (>10km),23.425651627974464,-0.3975506061732824,35.57883240185196,4.7
Kugeron,Nakuru,500 - 10k people,45.0,Tier 4: Critical Desert (>10km),22.671775498185355,-0.42238720608824365,35.61835270182981,4.5
St. Monicah,Nakuru,500 - 10k people,21.0,Tier 4: Critical Desert (>10km),10.702935403825764,-0.3322102062637231,35.67757680187959,2.1
Masibun A,Nakuru,500 - 10k people,37.0,Tier 4: Critical Desert (>10km),18.282591592332942,-0.4066571060892845,35.673273301831664,3.7
Muchorwe Town B,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.614448120183635,-0.32708390626923,35.687756601881404,1.9
Muchorwe Town A,Nakuru,500 - 10k people,19.0,Tier 3: Underserved (5-10km),9.730304063213424,-0.3317136062538973,35.694183201877394,1.9
Sachoran,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),6.833147263330744,-0.2585165064468454,35.66788480192929,1.4
Silibwet A,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.0457666767158305,-0.2488342064725286,35.66430590193617,1.4
Kandenye/Makaburi,Nakuru,500 - 10k people,6.0,Tier 2: Moderate Access (2-5km),3.045044515818573,-0.2592651064203173,35.70510270192319,0.6
Kapsita,Nakuru,500 - 10k people,4.0,Tier 2: Moderate Access (2-5km),2.0981681586808936,-0.26299060640403804,35.71611470191907,0.4
Kaptembwo,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.335868804370773,-0.252805706452308,35.680359901931155,1.1
Atembwo,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.302610485964573,-0.24108080649288613,35.661785901941634,1.5
Bondeni Nyakinyua,Nakuru,500 - 10k people,11.0,Tier 3: Underserved (5-10km),5.51471459699801,-0.2395783064857816,35.677922801940184,1.1
Kagondo,Nakuru,500 - 10k people,10.0,Tier 3: Underserved (5-10km),5.107495632315101,-0.22993350650540895,35.68337840194571,1.0
Kimugul A,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.799132184801022,-0.25890990645176565,35.659062601930366,1.6
Quarry,Nakuru,500 - 10k people,12.0,Tier 3: Underserved (5-10km),6.155381358853867,-0.2872101063641136,35.68867050190736,1.2
moto central B,Nakuru,500 - 10k people,3.0,Tier 1: High Access (0-2km),1.3441058252799145,-0.2550268064206547,35.719931001923726,0.3
Kahuho,Nakuru,500 - 10k people,4.0,Tier 2: Moderate Access (2-5km),2.0585644154316425,-0.2515313064351639,35.710763801927406,0.4
Molo South Forest,Nakuru,500 - 10k people,5.0,Tier 2: Moderate Access (2-5km),2.3753242692286722,-0.25093110643883765,35.707394501928306,0.5
Sirikwa/Ngenia,Nakuru,500 - 10k people,14.0,Tier 3: Underserved (5-10km),7.1818293068405925,-0.2897306063644567,35.679031701907164,1.4
Bygum,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.793871605259516,-0.2965395063567006,35.66613260190465,1.8
Kimugul B,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.577557205480039,-0.25561080645881057,35.66041480193231,1.5
Seya,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.434423148587706,-0.26974590642751833,35.65634510192368,1.7
Sirikwa Centre,Nakuru,500 - 10k people,17.0,Tier 3: Underserved (5-10km),8.481301317639268,-0.28064440639830696,35.66089340191586,1.7
Kondamet,Nakuru,500 - 10k people,16.0,Tier 3: Underserved (5-10km),7.936291441467907,-0.2782908064011132,35.66518830191674,1.6
Kiptenden,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),9.14125747983389,-0.27735870641169735,35.652609801919255,1.8
Silibwet Gacharage,Nakuru,500 - 10k people,20.0,Tier 4: Critical Desert (>10km),10.023061096178303,-0.2748117064241803,35.643010501922376,2.0
Gacharage,Nakuru,500 - 10k people,22.0,Tier 4: Critical Desert (>10km),11.14223388657983,-0.283204906408975,35.635547701917986,2.2
Bonde,Nakuru,500 - 10k people,27.0,Tier 4: Critical Desert (>10km),13.318932048001015,-0.29208000639924286,35.61809170191483,2.7
Baringo,Nakuru,500 - 10k people,20.0,Tier 4: Critical Desert (>10km),10.125212240524887,-0.29163460637938754,35.64966010191036,2.0
Murgiyen,Nakuru,500 - 10k people,18.0,Tier 3: Underserved (5-10km),8.877311827458996,-0.29006390637535434,35.66140730190962,1.8
Bondet,Nakuru,500 - 10k people,15.0,Tier 3: Underserved (5-10km),7.563329390345425,-0.2815027063899886,35.67032490191386,1.5
